age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,services,divorced,secondary,no,411,yes,yes,cellular,11,aug,84,1,356,3,unknown,no
56,unknown,divorced,tertiary,no,897,no,yes,cellular,24,mar,31,3,-1,0,failure,no
35,services,divorced,secondary,no,400,yes,yes,cellular,28,jul,2,2,-1,0,unknown,no
37,admin.,married,secondary,no,-1322,no,yes,unknown,2,sep,281,1,-1,1,unknown,yes
49,retired,married,secondary,no,-726,no,no,cellular,11,jan,280,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,2610,no,no,unknown,19,aug,38,3,452,0,unknown,no
47,unknown,single,unknown,no,392,yes,no,cellular,1,jan,15,1,-1,4,unknown,no
54,student,married,secondary,no,-1530,yes,no,unknown,19,may,391,1,-1,0,unknown,no
50,blue-collar,single,secondary,no,-4896,no,no,telephone,11,apr,212,2,159,0,failure,no
23,blue-collar,married,secondary,no,2835,yes,no,cellular,17,aug,46,1,-1,0,unknown,no
37,technician,married,tertiary,no,273,no,no,cellular,25,mar,265,1,371,0,unknown,no
44,technician,single,secondary,no,1609,yes,no,unknown,28,apr,103,4,220,0,unknown,no
38,management,single,tertiary,no,-2391,yes,no,cellular,2,oct,194,1,-1,0,success,no
41,admin.,single,tertiary,no,677,yes,no,cellular,18,dec,122,1,-1,0,unknown,no
44,services,married,secondary,no,-2302,no,yes,cellular,4,sep,363,2,-1,0,failure,no
35,self-employed,single,secondary,no,1939,no,no,unknown,18,may,243,5,-1,1,unknown,no
38,admin.,married,primary,no,317,no,no,cellular,4,jul,326,3,553,0,failure,yes
28,services,married,secondary,no,905,yes,no,unknown,23,sep,128,6,-1,1,unknown,no
35,blue-collar,married,secondary,no,972,yes,no,cellular,29,may,63,1,-1,0,unknown,no
24,technician,married,secondary,no,39,no,yes,cellular,16,apr,703,3,-1,1,failure,no
42,services,single,tertiary,no,1406,yes,no,cellular,3,apr,140,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,573,yes,yes,cellular,21,jun,353,1,-1,1,unknown,no
30,retired,divorced,unknown,no,-9,yes,no,cellular,29,jan,494,1,-1,1,unknown,no
60,technician,married,secondary,no,594,no,no,cellular,25,jun,80,1,-1,0,unknown,no
38,technician,single,secondary,no,21,yes,no,cellular,11,feb,176,2,530,0,unknown,no
44,admin.,married,tertiary,no,932,yes,no,cellular,30,jun,27,1,-1,0,unknown,no
33,admin.,married,tertiary,no,-1727,yes,no,cellular,17,dec,605,4,-1,2,failure,yes
36,technician,married,tertiary,no,-2780,no,no,cellular,19,mar,127,4,508,1,unknown,no
44,blue-collar,married,unknown,no,107,yes,no,cellular,28,jan,77,1,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,2660,yes,no,unknown,31,dec,152,10,-1,0,unknown,no
41,self-employed,single,primary,no,73,yes,no,cellular,1,jun,2,1,514,1,unknown,no
49,services,single,tertiary,no,741,yes,yes,cellular,21,dec,121,1,-1,0,unknown,yes
35,blue-collar,single,secondary,no,854,no,no,cellular,7,feb,306,1,-1,0,unknown,no
26,admin.,married,secondary,no,2143,no,no,unknown,26,sep,901,1,-1,0,failure,yes
24,retired,married,secondary,no,1515,yes,no,cellular,4,aug,226,1,415,0,unknown,yes
56,management,married,secondary,no,-416,yes,no,cellular,17,mar,91,1,-1,0,unknown,no
51,management,single,primary,no,272,no,no,telephone,24,sep,279,1,-1,0,unknown,no
48,blue-collar,single,tertiary,no,756,no,no,cellular,13,may,121,4,-1,1,unknown,no
36,technician,married,secondary,no,2881,no,no,unknown,27,jul,380,2,-1,0,unknown,no
26,housemaid,divorced,primary,no,479,no,no,cellular,5,aug,540,1,520,1,unknown,no
37,blue-collar,married,tertiary,no,728,no,no,cellular,23,dec,3,1,-1,0,unknown,no
39,technician,married,tertiary,no,1891,no,yes,cellular,11,feb,151,1,-1,0,unknown,no
28,services,married,secondary,no,3584,yes,no,cellular,15,sep,210,1,606,0,unknown,yes
24,blue-collar,married,tertiary,no,-707,yes,no,unknown,7,mar,315,4,-1,1,unknown,no
21,blue-collar,married,tertiary,no,201,yes,no,cellular,30,may,26,1,-1,0,unknown,no
48,management,single,secondary,yes,847,no,no,cellular,2,mar,164,1,-1,0,unknown,no
27,admin.,married,secondary,no,3524,yes,no,unknown,21,may,260,5,-1,0,unknown,yes
44,blue-collar,married,primary,no,1422,no,no,cellular,5,apr,392,2,-1,0,unknown,no
36,unknown,married,unknown,no,499,no,no,unknown,26,oct,19,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,-1680,yes,no,cellular,31,jul,605,1,520,2,unknown,no
44,blue-collar,married,primary,no,1432,yes,no,unknown,27,feb,593,1,-1,0,unknown,no
38,blue-collar,married,primary,no,889,yes,no,unknown,21,dec,83,1,-1,1,unknown,no
42,unemployed,single,secondary,no,152,yes,no,telephone,15,may,294,5,-1,0,unknown,no
39,unknown,single,secondary,no,-4000,yes,no,cellular,11,jan,155,4,-1,0,failure,no
34,admin.,married,secondary,no,798,no,yes,cellular,12,nov,555,1,-1,0,unknown,yes
51,technician,married,tertiary,no,-1564,yes,yes,cellular,5,feb,319,3,-1,0,unknown,no
36,blue-collar,married,primary,no,1842,no,no,cellular,30,dec,105,1,-1,0,unknown,no
40,management,married,secondary,no,66,yes,no,cellular,22,mar,122,4,118,0,unknown,no
25,self-employed,single,secondary,no,-3738,yes,no,cellular,17,jul,14,1,-1,0,unknown,no
44,management,married,secondary,no,387,no,no,cellular,13,jun,23,2,705,2,unknown,no
34,blue-collar,married,secondary,no,2114,no,no,cellular,11,jul,982,2,-1,0,unknown,no
35,technician,married,tertiary,no,653,yes,yes,telephone,13,jan,505,3,-1,0,unknown,no
31,services,divorced,secondary,no,2636,yes,yes,unknown,14,oct,144,2,-1,0,unknown,no
39,unknown,married,tertiary,no,512,yes,no,cellular,30,jun,469,3,-1,0,success,no
18,entrepreneur,divorced,secondary,no,830,no,no,cellular,12,apr,187,5,-1,0,success,no
48,management,married,tertiary,no,3434,no,no,cellular,26,jul,699,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,-2529,yes,no,cellular,17,dec,24,1,-1,2,unknown,no
35,admin.,married,secondary,no,532,no,no,cellular,23,may,16,1,769,0,other,no
23,admin.,single,secondary,no,-387,yes,no,unknown,24,mar,169,1,-1,1,unknown,no
45,technician,single,secondary,no,506,no,no,unknown,13,aug,416,1,-1,1,unknown,no
34,blue-collar,married,tertiary,no,935,yes,no,unknown,9,jun,7,2,-1,0,failure,no
55,management,single,unknown,no,1531,yes,no,unknown,4,jan,198,1,30,1,unknown,no
46,unknown,single,secondary,no,269,no,no,cellular,26,feb,112,1,-1,1,unknown,no
57,admin.,single,unknown,no,515,yes,no,cellular,11,mar,298,1,-1,0,unknown,no
42,management,married,tertiary,no,3598,yes,no,cellular,28,dec,707,6,420,1,unknown,no
52,management,single,primary,no,5751,no,no,telephone,9,may,68,4,-1,0,failure,no
46,unknown,single,secondary,no,1960,yes,no,cellular,12,sep,250,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,281,no,no,unknown,1,aug,258,1,-1,0,unknown,no
43,admin.,married,secondary,no,1480,yes,no,cellular,17,feb,34,1,602,0,other,no
31,blue-collar,divorced,secondary,no,3,no,no,unknown,14,jun,215,1,-1,1,unknown,no
63,admin.,divorced,secondary,no,-1406,yes,no,cellular,27,nov,69,1,663,1,failure,no
39,blue-collar,single,secondary,no,5388,yes,no,cellular,1,mar,22,9,-1,2,unknown,no
41,blue-collar,married,secondary,no,3099,no,no,unknown,30,jan,992,4,-1,1,unknown,no
45,admin.,married,secondary,no,-1446,no,no,cellular,2,nov,427,2,638,0,unknown,no
29,management,married,tertiary,no,213,no,no,cellular,31,jun,154,1,808,0,unknown,yes
55,unknown,married,tertiary,no,126,yes,no,cellular,18,sep,520,1,-1,0,failure,no
29,technician,married,secondary,no,399,no,no,unknown,16,jan,243,6,-1,0,unknown,no
27,blue-collar,married,tertiary,no,-1761,no,no,cellular,3,aug,177,3,-1,0,unknown,no
39,technician,married,tertiary,no,261,no,yes,cellular,6,sep,489,2,-1,0,unknown,no
26,unknown,married,secondary,no,3151,yes,no,cellular,15,jun,180,1,246,0,unknown,yes
58,technician,married,tertiary,no,632,no,no,cellular,30,oct,393,3,-1,0,unknown,no
38,management,married,tertiary,no,1859,yes,no,unknown,6,jan,65,7,-1,1,failure,no
18,blue-collar,married,primary,no,5846,yes,no,cellular,31,feb,93,1,-1,0,unknown,no
43,technician,married,tertiary,no,-2094,no,no,unknown,21,dec,66,3,-1,0,unknown,no
47,technician,married,secondary,no,247,no,no,cellular,19,dec,147,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,1133,no,no,cellular,28,sep,120,1,-1,0,unknown,no
26,blue-collar,divorced,tertiary,no,-571,yes,no,cellular,23,sep,213,1,-1,0,unknown,no
39,services,single,tertiary,no,-485,no,yes,unknown,26,feb,143,1,-1,0,other,no
35,technician,married,primary,no,-447,yes,yes,cellular,15,jan,125,1,-1,4,unknown,no
30,admin.,married,secondary,no,369,yes,yes,unknown,7,dec,39,2,493,1,unknown,no
29,unknown,single,secondary,no,2740,no,yes,cellular,30,jul,55,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,2917,no,no,unknown,11,aug,126,1,555,0,unknown,no
50,entrepreneur,married,secondary,no,2937,no,no,telephone,10,aug,141,1,559,0,unknown,no
46,admin.,single,secondary,no,-51,yes,no,cellular,29,aug,351,2,-1,0,unknown,no
21,admin.,married,secondary,no,1682,no,no,cellular,31,nov,688,1,-1,0,unknown,no
47,blue-collar,married,primary,no,1671,yes,no,cellular,30,jan,198,1,-1,1,unknown,no
49,retired,single,secondary,no,-1768,yes,no,cellular,30,sep,163,4,-1,1,unknown,yes
56,unemployed,single,secondary,no,501,yes,no,cellular,4,aug,297,2,-1,0,unknown,no
30,admin.,married,tertiary,no,320,no,yes,cellular,11,feb,530,1,-1,2,unknown,no
40,retired,married,secondary,no,1117,yes,no,cellular,31,mar,9,2,-1,1,failure,no
47,management,divorced,tertiary,no,1059,no,no,cellular,26,may,668,8,-1,1,unknown,no
35,unknown,single,secondary,no,-1811,no,no,cellular,9,feb,59,3,-1,1,unknown,no
47,blue-collar,married,secondary,no,-698,yes,yes,cellular,7,feb,9,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,179,no,no,cellular,14,jul,213,1,-1,0,success,no
31,admin.,divorced,secondary,no,397,yes,no,unknown,25,feb,143,5,-1,0,unknown,no
32,unemployed,married,secondary,no,349,no,yes,cellular,22,dec,30,1,-1,0,unknown,no
54,services,single,tertiary,no,516,no,no,cellular,29,jul,50,1,-1,2,unknown,no
30,self-employed,married,secondary,no,2374,yes,no,cellular,4,may,62,4,-1,0,unknown,no
28,admin.,divorced,secondary,no,505,no,no,telephone,5,aug,484,2,-1,0,unknown,no
44,admin.,single,primary,no,481,yes,no,cellular,10,dec,62,2,-1,0,unknown,no
40,technician,divorced,unknown,no,405,no,no,unknown,13,oct,41,2,668,0,unknown,no
26,retired,married,primary,no,1802,no,no,cellular,27,apr,114,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,389,no,no,cellular,16,feb,449,2,-1,1,unknown,no
32,retired,married,secondary,no,-1319,yes,no,cellular,5,jun,170,1,-1,1,unknown,no
33,unknown,single,tertiary,no,1729,yes,no,unknown,15,feb,23,2,-1,1,unknown,no
68,admin.,single,unknown,no,1258,yes,no,unknown,20,jun,202,1,-1,0,unknown,no
37,unknown,divorced,primary,no,4290,yes,no,cellular,14,oct,79,1,-1,1,unknown,no
31,technician,single,secondary,no,178,no,no,cellular,7,jul,279,4,-1,1,unknown,no
63,blue-collar,married,secondary,no,2568,no,no,cellular,25,nov,36,1,-1,0,unknown,no
50,technician,divorced,unknown,no,1113,yes,yes,cellular,14,apr,294,4,-1,1,unknown,no
48,technician,married,tertiary,no,396,yes,no,cellular,2,jun,338,1,358,1,unknown,no
31,retired,single,secondary,no,684,yes,no,cellular,25,may,4,2,195,2,unknown,no
54,technician,single,tertiary,no,-3240,no,no,cellular,23,dec,103,6,-1,3,unknown,no
49,blue-collar,single,secondary,no,-1626,yes,no,unknown,21,may,250,2,-1,2,unknown,no
42,student,married,secondary,no,698,yes,no,cellular,11,aug,408,1,136,0,failure,no
22,services,married,tertiary,no,451,no,no,cellular,24,sep,1,1,-1,1,failure,no
40,blue-collar,married,tertiary,no,4811,yes,no,cellular,30,jul,44,1,-1,0,unknown,no
60,services,single,primary,no,1676,no,no,cellular,30,may,98,4,-1,1,unknown,no
43,services,married,tertiary,no,-5712,no,no,telephone,5,apr,847,1,-1,0,unknown,no
36,blue-collar,married,tertiary,no,712,no,no,cellular,21,feb,373,1,-1,0,failure,no
38,blue-collar,married,secondary,no,261,yes,no,cellular,1,jan,646,1,-1,0,unknown,yes
39,entrepreneur,married,secondary,no,1464,yes,no,cellular,7,apr,254,2,169,0,unknown,no
32,management,married,primary,no,-289,no,yes,cellular,20,dec,111,1,-1,0,unknown,no
40,technician,married,primary,no,346,no,yes,cellular,21,nov,444,2,-1,1,unknown,no
56,management,married,tertiary,no,279,yes,no,unknown,3,jan,58,2,861,0,unknown,no
55,technician,married,secondary,no,-637,no,no,cellular,16,jan,202,2,-1,0,unknown,no
32,management,married,tertiary,no,523,yes,yes,unknown,1,jan,226,1,9,0,unknown,no
55,admin.,married,secondary,no,305,no,no,cellular,20,feb,28,1,-1,1,unknown,no
49,services,single,primary,no,1034,no,yes,cellular,18,jun,7,2,-1,0,unknown,no
47,technician,married,secondary,no,231,no,no,cellular,26,nov,48,10,-1,1,unknown,no
45,management,single,secondary,no,1323,no,no,cellular,30,oct,296,4,459,2,unknown,no
30,services,married,secondary,no,-3594,yes,no,cellular,6,sep,1108,1,-1,1,unknown,no
36,technician,married,tertiary,no,924,yes,no,cellular,15,nov,219,1,-1,0,unknown,no
50,management,married,secondary,no,2334,yes,no,cellular,4,sep,164,1,-1,0,unknown,no
27,blue-collar,divorced,secondary,no,887,no,no,cellular,9,jul,219,7,620,0,unknown,no
29,technician,single,secondary,no,172,no,no,cellular,25,oct,125,7,-1,1,success,no
44,technician,married,secondary,no,1442,no,no,unknown,17,jun,275,5,-1,0,unknown,no
32,technician,single,secondary,no,141,no,no,cellular,18,jan,181,2,-1,1,failure,no
50,technician,single,tertiary,yes,-1429,no,no,cellular,29,jan,232,5,-1,0,other,no
32,blue-collar,divorced,secondary,no,764,yes,no,cellular,25,mar,129,1,-1,0,unknown,yes
43,management,married,unknown,no,688,no,no,cellular,29,aug,74,1,-1,0,unknown,no
44,blue-collar,married,unknown,no,2161,yes,no,cellular,7,apr,168,4,-1,1,unknown,no
35,blue-collar,divorced,tertiary,no,485,yes,yes,unknown,13,may,287,1,-1,0,failure,no
38,technician,single,tertiary,no,4123,yes,no,cellular,9,may,122,1,-1,0,failure,no
33,management,married,tertiary,no,1524,yes,no,cellular,18,aug,69,1,-1,0,unknown,no
40,admin.,divorced,primary,no,1284,no,yes,cellular,3,feb,57,2,-1,0,unknown,no
30,management,married,tertiary,no,2855,no,no,cellular,19,sep,96,2,-1,1,unknown,no
38,unknown,single,primary,yes,-1578,yes,no,cellular,26,apr,299,1,-1,0,failure,no
49,blue-collar,married,secondary,no,-34,yes,no,cellular,29,nov,75,2,-1,0,unknown,no
28,management,married,tertiary,no,469,yes,no,unknown,12,jul,58,1,-1,0,unknown,no
35,self-employed,married,secondary,no,715,no,yes,cellular,9,feb,2,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,3522,yes,no,unknown,15,jan,117,2,-1,0,unknown,no
18,unknown,divorced,tertiary,no,1676,yes,no,cellular,14,oct,5,1,-1,0,unknown,no
61,services,single,secondary,no,324,yes,no,cellular,19,dec,127,1,418,0,unknown,yes
52,blue-collar,married,tertiary,no,3297,no,no,cellular,23,jan,109,3,365,2,unknown,no
24,management,married,secondary,no,1242,no,no,telephone,26,aug,420,1,689,1,unknown,no
18,entrepreneur,married,tertiary,no,321,no,no,cellular,29,jul,180,1,-1,0,failure,no
41,blue-collar,single,secondary,no,-1945,no,no,unknown,14,mar,67,3,-1,0,success,no
28,blue-collar,divorced,tertiary,no,66,no,no,cellular,20,jan,272,1,-1,0,unknown,no
51,retired,single,secondary,no,1087,yes,no,unknown,24,jun,74,3,-1,0,unknown,no
45,admin.,single,secondary,no,309,yes,no,cellular,1,nov,22,1,-1,0,unknown,no
42,admin.,married,primary,no,2186,yes,no,cellular,26,dec,0,2,150,0,unknown,no
34,retired,single,primary,no,131,yes,yes,cellular,11,mar,65,1,-1,1,unknown,no
58,management,married,tertiary,no,2626,yes,no,cellular,8,jul,44,1,45,0,unknown,no
49,blue-collar,married,unknown,no,1348,yes,no,cellular,12,apr,939,1,-1,0,unknown,no
47,student,married,unknown,no,1737,no,no,cellular,30,feb,491,5,-1,4,unknown,no
54,admin.,married,tertiary,no,3569,no,yes,cellular,26,oct,149,1,585,3,unknown,no
29,blue-collar,married,secondary,no,809,no,yes,cellular,29,aug,383,3,600,0,failure,no
55,admin.,divorced,primary,no,321,no,no,cellular,11,dec,176,1,-1,0,failure,no
38,student,married,primary,no,-3687,yes,yes,cellular,8,may,74,1,-1,0,unknown,no
44,services,married,tertiary,no,-842,yes,no,unknown,30,may,274,5,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,256,no,yes,unknown,29,may,37,6,-1,0,unknown,no
20,retired,married,secondary,no,1330,no,no,cellular,11,may,27,2,-1,0,unknown,no
51,services,single,tertiary,no,10,no,no,cellular,23,mar,33,1,-1,4,unknown,no
20,admin.,married,secondary,yes,736,yes,no,cellular,3,mar,352,3,-1,1,unknown,no
30,services,married,unknown,no,509,no,yes,cellular,5,may,342,3,-1,0,unknown,no
36,blue-collar,married,primary,no,924,yes,no,cellular,27,sep,8,1,-1,0,failure,no
19,blue-collar,single,primary,no,182,no,no,cellular,18,sep,84,2,-1,2,unknown,no
28,technician,single,tertiary,no,1368,yes,no,cellular,9,feb,10,2,-1,0,unknown,no
43,self-employed,single,tertiary,no,1364,yes,no,unknown,10,aug,360,2,-1,0,unknown,no
37,retired,married,unknown,no,2228,yes,no,cellular,16,oct,36,3,617,1,unknown,yes
38,technician,single,primary,no,4947,yes,yes,unknown,21,may,103,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,584,yes,no,telephone,26,mar,135,1,-1,0,unknown,no
41,admin.,single,secondary,no,1031,yes,no,cellular,19,jan,98,2,-1,0,success,no
37,unknown,married,tertiary,no,2384,yes,no,cellular,25,feb,291,3,-1,0,unknown,no
22,blue-collar,married,unknown,no,3301,no,no,unknown,21,feb,65,1,626,0,unknown,no
38,services,married,tertiary,no,1743,yes,no,cellular,3,feb,465,4,-1,0,unknown,no
27,unknown,single,tertiary,no,1726,yes,no,unknown,22,apr,12,1,-1,0,unknown,no
50,blue-collar,married,tertiary,no,-634,no,no,cellular,15,aug,135,4,-1,0,unknown,no
36,unknown,single,unknown,no,795,yes,no,cellular,14,jul,78,2,-1,0,unknown,no
68,retired,married,unknown,no,2642,no,yes,cellular,25,feb,18,5,-1,0,unknown,no
51,unknown,married,secondary,no,-457,no,no,unknown,5,jun,35,1,-1,0,unknown,no
39,admin.,single,secondary,yes,842,yes,no,cellular,25,feb,8,1,529,1,unknown,no
47,retired,married,tertiary,no,3862,yes,yes,cellular,28,dec,72,1,98,1,unknown,no
18,unknown,married,primary,no,2018,yes,no,unknown,16,jul,358,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,543,yes,no,telephone,24,feb,297,2,-1,0,unknown,no
31,blue-collar,married,tertiary,no,755,yes,yes,cellular,5,jan,17,1,-1,0,failure,no
41,blue-collar,single,tertiary,no,465,no,no,cellular,3,feb,276,5,-1,1,unknown,no
32,unknown,single,tertiary,no,-812,yes,no,unknown,18,aug,145,1,278,0,unknown,no
34,blue-collar,divorced,tertiary,no,527,no,no,cellular,18,aug,282,2,419,1,unknown,no
39,blue-collar,married,secondary,no,70,no,no,cellular,20,feb,137,1,-1,4,unknown,no
41,technician,married,primary,no,2926,no,no,cellular,4,apr,26,3,-1,0,unknown,no
40,management,married,secondary,no,2424,yes,no,cellular,24,nov,44,3,-1,0,unknown,no
40,self-employed,single,secondary,no,3095,no,yes,unknown,13,apr,572,1,-1,1,unknown,no
23,self-employed,married,secondary,no,1035,no,no,cellular,6,jun,401,2,214,0,failure,no
66,self-employed,single,secondary,no,988,yes,no,cellular,5,jun,709,2,-1,0,unknown,no
43,management,married,secondary,no,227,yes,no,cellular,26,apr,279,2,-1,0,unknown,no
45,unknown,married,unknown,no,-971,no,no,unknown,15,may,203,1,-1,1,unknown,no
37,blue-collar,single,tertiary,no,645,no,no,cellular,22,aug,68,2,-1,0,unknown,no
31,unknown,single,secondary,no,3385,yes,no,cellular,2,feb,196,5,-1,1,unknown,no
42,blue-collar,divorced,secondary,no,229,yes,yes,cellular,14,sep,528,2,-1,1,failure,no
44,blue-collar,married,tertiary,no,390,no,yes,cellular,8,feb,550,8,-1,0,unknown,no
55,services,divorced,tertiary,no,492,no,no,unknown,26,apr,914,12,390,2,failure,no
63,technician,single,tertiary,no,324,no,no,unknown,23,may,288,2,-1,2,unknown,no
57,entrepreneur,married,secondary,no,-1368,yes,no,unknown,19,sep,170,8,441,0,unknown,no
21,admin.,married,tertiary,no,1034,no,no,cellular,16,oct,52,5,-1,0,unknown,no
35,retired,single,secondary,no,1397,no,no,unknown,29,mar,834,2,223,2,failure,yes
44,unknown,divorced,tertiary,no,1881,no,no,cellular,28,dec,328,1,-1,0,unknown,yes
36,management,divorced,primary,no,1455,yes,yes,unknown,12,dec,184,8,-1,0,unknown,no
40,admin.,single,secondary,no,374,no,no,cellular,31,dec,134,1,-1,2,failure,no
18,management,married,secondary,no,717,no,no,unknown,10,jan,140,1,-1,0,unknown,no
51,management,single,secondary,no,173,no,no,unknown,11,jan,0,7,-1,0,unknown,no
20,admin.,married,primary,no,2587,yes,no,unknown,9,nov,210,1,-1,0,failure,no
23,technician,single,primary,no,654,yes,yes,cellular,23,apr,242,2,-1,0,unknown,no
29,self-employed,married,secondary,no,2093,yes,yes,cellular,5,jul,725,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,1101,no,no,cellular,26,nov,14,4,-1,0,unknown,no
23,unknown,married,primary,no,2331,no,no,cellular,30,apr,66,1,-1,1,other,yes
29,retired,married,secondary,no,-2372,yes,no,unknown,11,apr,151,1,-1,1,unknown,no
53,services,married,secondary,no,1765,yes,no,cellular,7,feb,832,5,-1,0,unknown,yes
39,self-employed,married,secondary,no,-1313,no,no,cellular,30,jan,369,1,-1,0,unknown,no
45,unknown,married,unknown,no,963,no,no,cellular,24,jul,284,3,-1,1,unknown,no
27,technician,single,tertiary,no,1430,yes,no,cellular,21,nov,4,1,-1,2,unknown,no
40,admin.,divorced,secondary,no,-601,yes,no,cellular,18,aug,108,2,-1,0,unknown,no
39,admin.,married,tertiary,no,2058,yes,no,cellular,28,mar,115,1,66,0,unknown,no
32,management,single,tertiary,no,1057,yes,yes,unknown,18,may,461,1,-1,0,failure,no
40,blue-collar,single,secondary,no,-1808,no,no,cellular,14,nov,130,2,-1,1,failure,no
20,retired,single,secondary,no,3255,yes,no,cellular,24,feb,551,2,-1,0,failure,no
45,blue-collar,married,secondary,no,235,yes,yes,cellular,13,oct,610,13,-1,1,unknown,no
36,technician,single,secondary,no,1397,yes,yes,cellular,2,jan,13,3,-1,0,unknown,no
38,blue-collar,married,primary,no,1366,yes,no,unknown,19,jul,69,1,-1,0,unknown,no
50,admin.,married,secondary,no,-256,yes,no,cellular,5,oct,225,2,44,0,unknown,no
45,entrepreneur,married,secondary,no,480,no,no,cellular,17,apr,493,1,-1,0,success,no
37,blue-collar,married,secondary,no,91,yes,no,cellular,27,nov,90,1,-1,2,unknown,no
28,self-employed,divorced,primary,no,-585,yes,no,cellular,24,jul,39,4,-1,1,unknown,no
55,management,married,primary,no,493,yes,no,cellular,28,jun,66,3,-1,2,unknown,no
26,services,married,secondary,yes,2283,yes,no,telephone,4,nov,547,2,-1,1,failure,no
47,admin.,married,unknown,no,1649,no,yes,cellular,19,may,714,1,-1,0,unknown,no
23,technician,married,tertiary,no,283,no,no,cellular,13,nov,230,1,830,1,unknown,no
51,blue-collar,single,tertiary,no,471,no,no,cellular,20,apr,77,1,-1,0,unknown,no
52,services,single,tertiary,no,2014,yes,no,cellular,29,apr,210,3,348,0,success,no
19,blue-collar,single,tertiary,no,2272,no,no,cellular,31,jul,122,3,-1,2,unknown,yes
45,technician,divorced,secondary,no,-1660,yes,yes,cellular,22,feb,286,3,-1,0,unknown,no
45,technician,married,tertiary,no,1427,yes,no,cellular,17,may,128,7,-1,0,unknown,no
48,blue-collar,married,tertiary,no,-178,no,yes,cellular,14,dec,148,4,-1,0,unknown,yes
45,unemployed,divorced,unknown,no,813,no,no,cellular,13,may,308,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,484,yes,no,telephone,17,nov,5,1,-1,0,failure,no
38,technician,married,secondary,no,873,yes,yes,telephone,6,nov,520,1,-1,1,unknown,no
59,blue-collar,married,primary,no,4866,no,no,unknown,4,apr,330,1,-1,3,unknown,no
28,blue-collar,single,tertiary,no,2170,yes,no,unknown,15,aug,193,1,-1,0,unknown,no
44,technician,married,tertiary,no,1272,yes,yes,cellular,22,oct,124,3,-1,0,failure,yes
53,admin.,married,tertiary,no,-512,yes,no,cellular,25,feb,107,3,764,0,unknown,no
30,services,divorced,secondary,no,1291,yes,no,cellular,6,dec,33,2,-1,0,unknown,no
25,services,married,secondary,no,-335,no,no,telephone,17,jun,263,3,98,1,unknown,no
27,unknown,married,secondary,no,878,yes,no,cellular,31,aug,45,4,553,1,unknown,no
45,unknown,single,primary,no,-3221,no,no,cellular,6,jun,1855,4,13,0,unknown,no
26,management,married,secondary,no,3552,no,yes,unknown,9,jun,269,2,-1,1,unknown,yes
39,services,single,secondary,no,924,yes,no,cellular,7,mar,144,2,-1,0,success,no
56,blue-collar,married,primary,no,1130,no,no,cellular,14,jan,384,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,-2250,no,no,cellular,26,aug,347,1,-1,0,unknown,no
32,retired,single,secondary,no,2804,yes,yes,cellular,25,apr,200,2,508,0,unknown,no
42,blue-collar,married,secondary,no,584,no,no,cellular,30,mar,94,1,-1,2,unknown,no
40,blue-collar,married,secondary,no,451,no,no,unknown,10,may,20,1,-1,2,unknown,no
45,admin.,married,secondary,no,702,yes,no,cellular,24,apr,5,1,235,1,unknown,no
58,admin.,married,secondary,no,5338,no,yes,unknown,11,apr,197,4,-1,0,unknown,no
45,student,single,tertiary,no,1940,yes,yes,cellular,8,jan,83,1,-1,0,unknown,no
63,admin.,divorced,secondary,no,526,yes,no,cellular,1,apr,171,2,-1,0,unknown,no
46,technician,married,tertiary,no,502,yes,no,unknown,26,jun,133,2,-1,1,unknown,yes
32,admin.,single,tertiary,no,1300,no,yes,cellular,16,may,121,1,-1,0,unknown,no
66,blue-collar,married,secondary,no,764,no,no,cellular,25,jul,279,2,-1,0,unknown,no
39,entrepreneur,single,secondary,no,-1217,no,no,unknown,19,nov,371,1,524,0,unknown,no
29,student,divorced,unknown,no,-1399,no,yes,cellular,10,feb,162,2,-1,0,failure,no
66,services,single,secondary,no,277,yes,no,unknown,21,sep,351,2,-1,1,unknown,no
32,blue-collar,married,secondary,no,1005,yes,no,cellular,7,aug,163,5,-1,0,unknown,no
32,blue-collar,single,tertiary,no,4878,no,no,cellular,22,apr,74,5,-1,0,unknown,no
34,technician,married,tertiary,no,107,yes,no,cellular,5,jul,127,4,-1,1,other,no
42,management,married,secondary,no,1212,yes,no,cellular,18,jun,158,2,-1,0,unknown,no
51,management,married,tertiary,no,6710,yes,no,cellular,3,aug,271,5,-1,0,unknown,no
